Year,Date,Time,Country,Area,Location,Activity,Type,Sex ,Age,Injury,Fatal (Y/N),Species ,Case Number,original order,N_Attacks,
2011,21-Dec-11,,USA,Hawaii,"Makahuena Point, Kauai",Canoeing,Provoked,M,,"No injury, after kayak collided with the shark, it bit the rudder  PROVOKED INCIDENT",N,7' to 8' shark ,2011.12.21.b,5383,1,
2011,20-Sep-11,15h00,USA,Hawaii,Kauai,Canoeing,Boat,M,,"No injury, canoe bitten by shark",N,,2011.09.20,5352,1,
2011,04-Sep-11,13h00,USA,Hawaii,"Nimitz State Beach, Oahu",Surfing,Unprovoked,,,"No injury, shark bit surfboard",N,,2011.09.04.b,5346,1,
2011,25-May-11,13h15,USA,Hawaii,"Lyman Beach, Kailua-Kona",Surfing,Unprovoked,F,,"No injury, board bitten",N,"Tiger shark, 10'",2011.05.25,5297,1,
2011,22-May-11,12h00,USA,Hawaii,"Lyman Beach, Kailua-Kona",Paddle boarding,Unprovoked,F,,"No injury, board bitten",N,Tiger shark,2011.05.22,5296,1,
2011,31-Dec-11,18h00,USA,Florida,"Jupiter, Palm Beach County",,Unprovoked,M,,Hand injured,N,,2011.12.31,5387,1,
2011,23-Dec-11,12h30,USA,Florida,New Smyrna Beach,Surfing,Unprovoked,M,27,Laceration to ankle,N,,2011.12.23,5384,1,
2011,11-Oct-11,,USA,Florida,Cape Canaveral,Surfing,Unprovoked,M,,Foot bitten,N,3' shark,2011.10.11,5363,1,
2011,02-Oct-11,Afternoon,USA,Florida,"Santa Maria Island, Manatee County",Wade fishing,Unprovoked,M,,Minor injury to thigh,N,,2011.10.02,5359,1,
2011,24-Sep-11,15h00,USA,Florida,"Santa Maria Island, Manatee County",Spearfishing,Unprovoked,M,21,Laceration to left thigh,N,"Bull shark, 6'",2011.09.24.b,5354,1,
2011,16-Sep-11,11h00,USA,Florida,New Smyrna Beach,Surfing,Unprovoked,M,25,Lacerations to arm,N,4' to 6' shark,2011.09.16,5349,1,
2011,02-Sep-11,11h00,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Unprovoked,M,19,Lacerations to ankle & foot,N,"6' shark, possibly a blactip or spinner shark",2011.09.02,5344,1,
2011,31-Aug-11,11h00,USA,Florida,Crescent Beach St. Johns County,Surfing,Unprovoked,M,19,Lacerations to lower leg,N,6' shark,2011.08.31,5343,1,
2011,21-Jun-11,Afternoon,USA,Florida,"Perdido Key, Escambia County",Jet skiing,Unprovoked,M,20,Lacerations to foot and ankle,N,,2011.06.21,5309,1,
2011,12-Jun-11,14h30,USA,Florida,"Off Jupiter Inlet, Palm Beach County",Scuba diving,Unprovoked,M,28,Lacerations to right calf,N,"Blacktip shark, 4'",2011.06.12,5304,1,
2011,06-Jun-11,12h00,USA,Florida,"New Smyrna Beach, Volusia County",Wading,Unprovoked,M,19,Puncture wound to calf,N,3' to 4' shark,2011.06.06.a,5301,1,
2011,13-May-11,15h30,USA,Florida,"Ponte Vedra Beach, St Johns County",Body surfing,Unprovoked,M,86,Lacerations to left foot & ankle,N,,2011.05.13.b,5293,1,
2011,13-May-11,06h30,USA,Florida,"Ormond Beach, Volusia County",Surfing,Unprovoked,M,37,Minor injury, puncture wounds to calf,N,,2011.05.13.a,5292,1
2011,10-May-11,,USA,Florida,Miami,Fishing ,Provoked,M,,Laceration to arm by captive shark PROVOKED INCIDENT,N,"Sandbar shark ,8'",2011.05.10,5291,1,
2011,26-Apr-11,,USA,Florida,"Riviera Beach, Palm Beach County",Spearfishing,Unprovoked,M,32,Calf bitten,N,"Bull shark, 12'",2011.04.26,5288,1,
2011,22-Apr-11,15h30,USA,Florida,"New Smyrna Beach, Volusia County",Surfing ,Unprovoked,M,49,Minor puncture wounds,N,1' to 2' shark,2011.04.22,5286,1,
2011,22-Nov-11,,USA,California,Pigeon Point,Kayaking,Unprovoked,M,,"No injury, kayak bitten",N,"White shark, 15' to 16'",2011.11.22,5373,1,
2011,  29-Oct-2011,,USA,California,"Marina State Beach, Monterey County",Surfing,Unprovoked,M,27,"Lacerations to right wrist, foream & neck",N,White shark,2011.10.29.,5369,1,
2011,11-Sep-11,12h20,USA,California,"Samoa Beach, Humboldt County",Surfing,Unprovoked,M,37,"No injury, board bitten",N,,2011.09.11.b,5348,1,
2011,24-Jun-11,13h30,USA,California,"San Onofre State Beach, San Diego County",Surfing,Unprovoked,M,,Shark leapt onto surfboard, surfer uninjured ,N,"White shark, 5' k",2011.06.24,5310,1
2011,06-Jun-11,,USA,California,"La Jolla, San Diego County",Spearfishing,Unprovoked,M,28,"No injury, minor damage to wetsuit",N,"Sevengill shark, 6' to 8'",2011.06.06.b,5302,1,
2011,01-Oct-11,,USA,Alabama,"Gulf Shores, Baldwin County",,Unprovoked,M,29,Lacerations to right wrist and middle finger,N,,2011.10.01,5358,1,
2011,Reported 14-Jun-2011,,UNITED KINGDOM,Cornwall,St. Ives,Fishing,Boat,,,"No injury, shark slammed into boat",N,"Oceanic whitetip shark, 7'",2011.06.14.R,5305,1,
2011,Reported 07-May-2011,,UNITED ARAB EMIRATES (UAE),Umm al Qaywayan Province,Khor Fakkan ,Fishing ,Invalid,M,43,"Erroneously reported on several internet sites as a ""shark attack"", it was the shark 8', 300-kg mako shark that was attacked, not the fisherman",N,,2011.05.07.R,5290,1,
2011,30-Jun-11,13h30,TURKS & CAICOS,Middle Caicos,Mudjin Harbor,Snorkeling,Unprovoked,M,28,Lacerations to left shoulder and back,N,,2011.06.30,5314,1,
2011,19-Jun-11,,TURKS & CAICOS,Caicos Bank,French Cay,Spearfishing,Unprovoked,M,35,Right calf bitten,N,5' shark,2011.06.19.b,5308,1,
2011,28-Sep-11,12h25,SOUTH AFRICA,Western Cape Province,Clovely Beach,Swimming,Unprovoked,M,43,"Right leg severed, left leg lacerated",N,White shark,2011.09.28.a,5355,1,
2011,23-Aug-11,09h11,SOUTH AFRICA,Western Cape Province,"Lookout Beach, near the Keurbooms river mouth in Plettenberg Bay",Surfing,Unprovoked,M,49,FATAL,Y,"White shark, >6'",2011.08.23,5337,1,
2011,29-May-11,,SOUTH AFRICA,Western Cape Province,Robberg Beach,Surfing,Unprovoked,M,33,"No injury, board bumped by shark",N,White shark,2011.05.29,5298,1,
2011,07-Dec-11,,SOUTH AFRICA,KwaZulu-Natal,Between Sodwana & Cape Vidal,Surf skiing ,Invalid,M,,"No injury, ski damaged",N,Shark involvement not confirmed,2011.12.07.b,5380,1,
2011,  29-Oct-2011,,SOUTH AFRICA,KwaZulu-Natal,"uShaka Aquarium, Durban",Diving,Provoked,,,Arm bitten by captive shark PROVOKED INCIDENT,N,Raggedtooth shark,2011.10.28.,5367,1,
2011,28-Jun-11,12h00,SOUTH AFRICA,KwaZulu-Natal,Aliwal Shoal,Scuba diving,Unprovoked,M,22,Lacerations to left leg and hands,N,"Dusky shark, 3m",2011.06.28,5312,1,
2011,21-May-11,Midday,SOUTH AFRICA,KwaZulu-Natal,Levan Point,Spearfishing,Unprovoked,M,28,"Thigh bitten, FATAL",Y,Zambesi shark,2011.05.21.b,5294,1,
2011,04-May-11,,SOUTH AFRICA,KwaZulu-Natal,Palm Beach,Spearfishing,Unprovoked,M,37,Calf bitten,N,,2011.05.04,5289,1,
2011,21-Dec-11,Dawn,SOUTH AFRICA,Eastern Cape Province,"Noordhoek, Port Elizabeth",Kayak Fishing,Unprovoked,M,35,No injury but kayak dented,N,,2011.12.21.a,5382,1,
2011,22-Jul-11,10h00,SOUTH AFRICA,Eastern Cape Province,"Cintza Beach, East London",Surfing,Unprovoked,M,29,Upper left arm & right leg bitten,N,"White shark, 3m to 4m",2011.07.22,5323,1,
2011,02-Feb-11,,SOUTH AFRICA,Eastern Cape Province,"Sundays River Mouth, Port Elizabeth",Surf fishing,Unprovoked,M,37,Right leg bitten,N,,2011.02.02,5267,1,
2011,15-Jan-11,12h30,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St. John's",Surfing,Unprovoked,M,16,FATAL,Y,,2011.01.15,5262,1,
2011,16-Aug-11,16h30,SEYCHELLES,Praslin,Anse Lazio ,Swimming or Snorkeling,Unprovoked,M,30,FATAL,Y,"Bull shark, 6'",2011.08.16.a,5330,1,
2011,01-Aug-11,15h30,SEYCHELLES,Praslin,Anse Lazio ,Diving,Unprovoked,M,36,FATAL,Y,,2011.08.01,5327,1,
2011,Reported 28-Oct-2011,,SCOTLAND,Moray,Spey Bay,Surfing,Unprovoked,M,26,"No injury, shark bumped leg & board. ",N,8' to 10' shark,2011.10.28.R,5368,1,
2011,17-Aug-11,Evening,RUSSIA,"Telyakovsky Bay, Khasan,  Primorsky Krai (Far East)",Vityaz,Swimming,Unprovoked,M,25,Hands severed,N,4 m shark,2011.08.17.a,5333,1,
2011,26-Aug-11,Morning,RUSSIA,Primorsky Krai,Slavyanka,"Standing, collecting sea stars",Unprovoked,M,,Superficial laceration to shoulder,N,,2011.08.26,5340,1,
2011,18-Aug-11,,RUSSIA,"Peter the Great Bay, Khasan, Primorsky Krai (Far East)",Zheltukhin Island,Swimming,Unprovoked,M,16,"Lacerations to hip, thigh and knee",N,,2011.08.18,5336,1,
2011,15-Jun-11,17h30,REUNION,Saint-Gilles-les-Bains,Boucan-Canot,Boogie Boarding,Unprovoked,M,31,FATAL,Y,,2011.06.15,5306,1,
2011,19-Sep-11,15h30,REUNION,Saint-Gilles,Boucan-Canot,Body boarding,Unprovoked,M,38,FATAL,Y,,2011.09.19,5351,1,
2011,15-Jul-11,17h00,REUNION,Saint-Gilles,Brisants. ,Kayaking or Wave skiing,Unprovoked,M,,No injury,N,,2011.07.15,5321,1,
2011,06-Jul-11,14h50,REUNION,Saint-Gilles,Roches Noires,Surfing,Unprovoked,M,16,Minor injuries: scratches on nose & ankle. Board broken in two,N,,2011.07.06,5316,1,
2011,18-Feb-11,18h30,REUNION,Saint Gilles ,Trois-Roches,Surfing,Unprovoked,M,32,Left leg severed at the knee,N,,2011.02.19,5272,1,
2011,11-Nov-11,Morning,REUNION,Bois-Blanc ,Sainte-Rose,Free diving / spearfishing,Unprovoked,M,42,Left foot bitten,N,,2011.11.11,5370,1,
2011,05-Oct-11,10h30,REUNION,,Cap La Houssaye,Canoeing,Boat,M,51,No injury to occupant,N,2 to 2.5 m shark,2011.10.05,5360,1,
2011,30-Jul-11,,PHILIPPINES,,,Sea disaster,Sea Disaster,M,43,The two Malabagos were bitten by sharks but survived. The other occupants of the boat  were rescued.,N,,2011.07.30,5325,1,
2011,Reported 20-Nov-2011,,PAPUA NEW GUINEA,East New Britain,Pigeon Island,Scuba diving,Unprovoked,M,,"No injury, shark collided with diver",N,,2011.11.20.R,5372,1,
2011,11-Sep-11,Afternoon,PAPUA NEW GUINEA,Central Province,"Hula, near Port Moresby",Kite Surfing,Unprovoked,M,30,Lacerations to right leg,N,"Tiger shark, 2m",2011.09.11.a,5347,1,
2011,16-Apr-11,Afternoon,NEW ZEALAND,South Island,Snapper Point,Surfing,Unprovoked,M,41,Puncture to left hand,N,possibly a bronze whaler shark,2011.04.16,5285,1,
2011,21-May-11,11h00,NEW CALEDONIA,North Province,Kendec,Kite Boarding,Unprovoked,M,15,"Thigh bitten, FATAL",Y," Tiger shark, 2.8m",2011.05.21.a,5295,1,
2011,23-Feb-11,Early afternoon,NEW CALEDONIA, Loyalty Islands,"Bay of Bweedro, Ouv�a",Spearfishing,Unprovoked,M,21,Lacerations to left forearm,N,1.5 m shark,2011.02.23,5273,1,
2011,24-Mar-11,,MEXICO,Quintana Roo,"Gaviotas Beach, Cancun",Swimming,Unprovoked,F,,Lower leg & foot bitten,N,Bull shark,2011.03.24,5281,1,
2011,21-Mar-11,,MEXICO,Quintana Roo,,Swimming,Unprovoked,M,46,Right foot bitten,N,,2011.03.21.b,5279,1,
2011,31-Jan-11,12h00,MEXICO,Quintana Roo,Cancun,Swimming,Unprovoked,F,38,"Leg, forearm & hand severely bitten",N,6' shark,2011.01.31,5266,1,
2011,Reported 12-Jan 2011,,MEXICO,Quintana Roo,Xcalak ,Attempting to fix motor,Unprovoked,M,37,Bitten on leg and groin,N,,2011.01.12.R,5261,1,
2011,Reported 04-Feb-2011,,MEXICO,Colima,"Manzanillo, Revillagigedo Islands",Shark fishing on the Ricardo Astorga,Provoked,M,,Left foot bitten PROVOKED INCIDENT,N,,2011.02.04.R,5268,1,
2011,28-Jan-11,,MEXICO,Colima,Revillagigedo Islands,Shark fishing on the Don Agust�n-VI. ,Provoked,M,25,Left eg bitten PROVOKED INCIDENT,N,,2011.01.28,5265,1,
2011,01-Jun-11,,MALAYSIA,Kedah,Palau Payar,Snorkeling,Unprovoked,F,,Laceration to dorsum of right foot,N,Blacktip reef shark ,2011.06.01,5300,1,
2011,17-Sep-11,,KENYA,Coast Province,"Mama Ngina Beach, Mombasa ",Swimming,Unprovoked,M,17,FATAL,Y,,2011.09.17,5350,1,
2011,29-Nov-11,13h30,INDONESIA,Bali,Tabanan,Surfing,Unprovoked,M,18,Lacerations to right hand,N,,2011.11.29,5375,1,
2011,13-Apr-11,Morning,INDONESIA,Bali,Balian,Surfing,Unprovoked,M,,Lacerations to forearm,N," Bull shark, 2.5 m",2011.04.12,5284,1,
2011,16-Aug-11,15h30,FRENCH POLYNESIA,Society Islands,"Teahupoo, Tahiti",Surfing,Unprovoked,M,32,"No injury, board bitten",N,Grey reef shark ,2011.08.16.c,5332,1,
2011,08-Apr-11,Afternoon,FIJI,Vitu Levu,"Malake Island, Ra Province",Diving,Unprovoked,M,27,Minor injuries to left leg and hand,N,,2011.04.08,5283,1,
2011,21-Mar-11,16h00,FIJI,,Nukudamu ,Diving / fishing,Unprovoked,M,30,"Left forearm severely bitten, surgically amputated",N,,2011.03.21.a,5278,1,
2011,Reported 10-Mar-2010,,EGYPT,South Sinai Peninsula,Sharm-el-Sheikh,,Invalid,F,,"Apparent drowning, and subsequent scavenging by 16' tiger shark",N,,2011.03.10.R,5276,1,
2011,25-Dec-11,18h00,ECUADOR,Santa Elena,Barand�a Beach,Surfing,Unprovoked,M,23,Lacerations to left thigh and calf,N,,2011.12.25,5385,1,
2011,28-Sep-11,,DOMINICAN REPUBLIC,Saman� Province,Playa Jackson ,Fishing,Provoked,M,48,Severe injuries to left arm PROVOKED INCIDENT,N,,2011.09.28.b,5356,1,
2011,19-Jun-11,12h15,COSTA RICA,Guanacaste,Playa Grande,Surfing,Unprovoked,M,15,FATAL,Y,,2011.06.19.a,5307,1,
2011,05-Jul-11,10h30,COLUMBIA,Sucre,"Libertad, San Onofre",Kayaking,Unprovoked,M,17,"Right arm bitten, defense wounds to left hand",N,,2011.07.05,5315,1,
2011,Reported 06-Jun-2011,,COLUMBIA,San Andr�s archipelago,Albuquerque Cay,Spearfishing,Unprovoked,M,24,Injuries to right hand and forearm,N,,2011.06.06.R,5303,1,
2011,12-Nov-11,,BRAZIL,Pernambuco,"Punta Del Chifre Beach, Olinda",Surfing,Unprovoked,M,35,Legs bitten,N,,2011.11.12,5371,1,
2011,31-Jul-11,,BRAZIL,Pernambuco,Praia do Pina,Swimming,Invalid,M,14,Cause of death may have been drowning, remains scavenged by sharks,Y,Shark involvement prior to death not confirmed,2011.07.31,5326,1
2011,29-Jun-11,10h00,BRAZIL,Pernambuco,Praia do Pina,Surfing,Unprovoked,M,21,Lacerations to right thigh,N,,2011.06.29,5313,1,
2011,26-Jan-11,15h00,BAHAMAS,West End,Tiger Beach,Scuba diving,Unprovoked,M,55,Arm bitten ,N,Caribbean reef shark,2011.01.26,5264,1,
2011,13-Jul-11,12h30,BAHAMAS,Grand Bahama Island,Off Lucaya,Scuba diving,Unprovoked,M,54,Injuries to arm,N,,2011.07.13.a,5319,1,
2011,22-Oct-11,13h25,AUSTRALIA,Western Australia,Rottnest Island,Diving,Unprovoked,M,32,FATAL,Y,"White shark, 10'",2011.10.22,5366,1,
2011,09-Oct-11,08h10,AUSTRALIA,Western Australia,Cottesloe Beach,Swimming,Unprovoked,M,64,FATAL,Y,,2011.10.09,5361,1,
2011,04-Sep-11,13h26,AUSTRALIA,Western Australia, Bunker Bay,Body boarding,Unprovoked,M,21,FATAL,Y,White shark,2011.09.04.a,5345,1,
2011,23-Apr-11,15h00,AUSTRALIA,Western Australia,Red Bluffs,Washing sand off a speared fish,Unprovoked,M,17,Heel bitten,N,"reef shark, 1.5m",2011.04.23,5287,1,
2011,12-Feb-11,Late afternoon,AUSTRALIA,Western Australia,Exmouth,Snorkeling,Unprovoked,M,58,Arm bitten,N,,2011.02.12,5269,1,
2011,03-Jan-11,12h00,AUSTRALIA,Western Australia,Busselton,Fishing,Boat,,,"No injury, shark nudged boat and bit propeller",N,White shark,2011.01.03,5260,1,
2011,19-Oct-11,16h00,AUSTRALIA,Victoria,Elwood Beach,Diving,Unprovoked,M,50,Small bruise to calf,N,"Port Jackson shark, 1m",2011.10.19,5364,1,
2011,17-Feb-11,18h20,AUSTRALIA,South Australia,Off Perforated Island near Coffin Bay,Diving for abalone,Unprovoked,M,49,FATAL,Y,White shark x 2,2011.02.17,5271,1,
2011,05-Dec-11,,AUSTRALIA,Queensland,Bushy Ilet,Spearfishing,Invalid,,,Killed by a shark or crocodile.,Y,Shark involvement not confirmed,2011.12.05,5377,1,
2011,28-Nov-11,Afternoon,AUSTRALIA,Queensland,Peregian,Swimming,Unprovoked,M,10,Puncture marks to foot,N,Wobbegong shark?,2011.11.28,5374,1,
2011,28-Aug-11,19h30,AUSTRALIA,Queensland,Fantome Island,Swimming,Invalid,M,48,FATAL,Y,Shark involvement prior to death not confirmed,2011.08.28.b,5342,1,
2011,Reported 28-Feb-2011,10h45,AUSTRALIA,Queensland,Between ,Fishing,Provoked,M,36,Lacerations to right hand by hooked shark PROVOKED INCIDENT,N,"Bull shark, 2m",2011.02.28.R,5274,1,
2011,13-Feb-11,10h40,AUSTRALIA,Queensland,Sunshine Beach,Fishing,Provoked,M,,Lacerations to calf by hooked shark PROVOKED INCIDENT,N,1 m shark,2011.02.13,5270,1,
2011,11-Dec-11,05h45,AUSTRALIA,New South Wales,Angourie,Surfing,Unprovoked,M,51,5 puncture wounds to thigh,N,"White shark, 2.5m",2011.12.11,5381,1,
2011,07-Dec-11,,AUSTRALIA,New South Wales,Maroubra,Surfing,Unprovoked,M,14,Minor injuries to left leg ,N,Wobbegong shark,2011.12.07.a,5379,1,
2011,02-Dec-11,06h00,AUSTRALIA,New South Wales,Broken Head,Surfing,Unprovoked,M,63,Torn shoulder ligament as result of collision with shark,N,,2011.12.02,5376,1,
2011,23-Mar-11,17h45,AUSTRALIA,New South Wales,Crowdy Head,Surfing,Unprovoked,M,48,Severe injury to left forearm,N,"Bull shark, 2.5m",2011.03.23,5280,1,
2011,16-Mar-11,13h00,AUSTRALIA,New South Wales,"Jimmys Beach, Port Stephens",Wakeboarding,Unprovoked,F,24,"Severe injuries to head, neck, shoulder & upper left arm",N,3 m to 4 m shark,2011.03.16,5277,1,
2011,10-Mar-11,,AUSTRALIA,New South Wales,"Tallow Beach, Byron Bay",Surfing,Unprovoked,M,,"No injury, surboard broken",N,,2011.03.10,5275,1,
2011,20-Jan-11,17h00,AUSTRALIA,New South Wales,Cudgen Creek ,Swimming,Invalid,F,7,Lacerations to both legs,N,Shark involvement not confirmed,2011.01.20,5263,1,
2011,Reported 26-Dec-2011,Early morning,ANTIGUA,St John's,Fort James Beach,Swimming,Invalid,M,,Bitten on right hand & wrist,N,Shark involvement not confirmed,2011.12.26.R,5386,1,
2010,15-Jun-10,17h00,VIETNAM,Binh Dinh Province,Quy Nhon ,Swimming,Unprovoked,M,17,Laceration to left foot,N,1 m shark,2010.06.15,5195,1,
2010,18-May-10,18h00,VIETNAM,Binh Dinh Province,Quy Nhon ,Rescuing,Unprovoked,F,58,Minor laceration to leg,N,20 to 30kg shark,2010.05.18.c,5190,1,
2010,18-May-10,18h00,VIETNAM,Binh Dinh Province,Quy Nhon ,Swimming,Unprovoked,F,60,Severe lacerations to left foot,N,20 to 30kg shark,2010.05.18.b,5189,1,
2010,09-Jan-10,,VIETNAM,Binh Dinh Province,Quy Nhon ,,Unprovoked,F,,Minor injuries,N,,2010.01.09.c,5163,1,
2010,09-Jan-10,17h00,VIETNAM,Binh Dinh Province,Quy Nhon ,,Unprovoked,M,,Right wrist bitten,N,,2010.01.09.b,5162,1,
2010,09-Jan-10,06h45,VIETNAM,Binh Dinh Province,Quy Nhon ,Bathing,Unprovoked,M,,Left arm bitten twice,N,,2010.01.09.a,5161,1,
2010,24-Sep-10,16h30,USA,Virginia,Sandridge Beach,Surfing,Unprovoked,M,18,Bite to left ankle and knee,N,,2010.09.24,5231,1,
2010,16-Jul-10,,USA,Texas,Galveston,Fishing,Unprovoked,M,,Leg bitten,N,,2010.07.16.a,5204,1,
2010,27-Jun-10,,USA,Texas,"Eight Mile Beach, Galveston",Surfing,Unprovoked,M,20,Lacerations to right foot,N,"Bull shark, 5'",2010.06.27,5198,1,
2010,25-Jul-10,,USA,South Carolina,"Isle of Palms, Charleston County",Standing,Unprovoked,M,16,Lacerations to right lower leg,N,4' shark,2010.07.25,5210,1,
2010,19-Jul-10,10h35,USA,South Carolina,Myrtle Beach,Swimming,Unprovoked,M,10,Minor lacerations to left calf,N,Possibly a small blacktip shark,2010.07.19,5208,1,
2010,25-Jun-10,,USA,South Carolina,Fripp Island,Boogie Boarding,Unprovoked,F,6,Laceration to leg,N,,2010.06.25.b,5197,1,
2010,19-Nov-10,13h30,USA,Palmyra Atoll,,Snorkeling,Provoked,M,33,Head bitten by netted shark PROVOKED INCIDENT,N,,2010.11.19,5248,1,
2010,28-Oct-10,15h20,USA,Oregon,Florence,Surfing,Unprovoked,M,,No injury to surfer,N,,2010.10.28,5242,1,
2010,27-Sep-10,16h00,USA,Oregon,Winchester Bay,Surfing,Unprovoked,M,29,"No injury, surfboard rammed",N,White shark,2010.09.27,5232,1,
2010,07-Aug-10,15h00,USA,North Carolina,"Figure Eight Island, Wilmington, New Hanover County",Surfing,Unprovoked,M,25,Left foot bitten,N,,2010.08.07.b,5215,1,
2010,17-Jul-10,13h30,USA,North Carolina,"Wrightsville Beach, New Hanover County",Swimming,Unprovoked,F,13,Lacerations to right forearm,N,"Sandtiger shark, 4' to 5'",2010.07.17.b,5207,1,
2010,25-Jun-10,13h00,USA,North Carolina,"Topsail Island, Pender County",Swimming,Unprovoked,F,13,Laceration to left foot,N,,2010.06.25.a,5196,1,
2010,03-Jul-10,12h30,USA,New York,Off Long Island,Fishing,Provoked,M,20,Laceration to right bicep by hooked shark PROVOKED INCIDENT,N,"Blue shark, 7'",2010.07.03,5201,1,
2010,23-Oct-10,Afternoon,USA,Maine,"Burnt Cove near Eastport, Washington County",Scuba diving,Unprovoked,M,30,"No injury to diver, shark bit his video camera",N,"Porbeagle shark, 8' ",2010.10.23.b,5240,1,
2010,26-Dec-10,15h35,USA,Hawaii," Kahului, Maui",Body boarding,Unprovoked,M,16,"Lacerations to his lower left leg, calf, foot & ankle",N,6' shark,2010.12.26,5259,1,
2010,11-Dec-10,13h51,USA,Hawaii,"Tavares Bay, Maui",Surfing,Unprovoked,M,46,Lacerations to right foot,N,,2010.12.11,5257,1,
2010,19-Apr-10,16h00,USA,Hawaii,"Hanalei Bay, Kauai",Surfing,Unprovoked,M,68,"No injury, surfboard bitten",N,14' shark,2010.04.19,5184,1,
2010,07-Sep-10,,USA,Florida,"St. Augustine, St. John's County",Swimming,Unprovoked,M,27,Lacerations to left wrist,N,3' shark,2010.09.07,5228,1,
2010, 04-Sep-2010,,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Unprovoked,M,,"No injury, shark charged surfboard",N,,2010.09.04,5226,1,
2010,03-Sep-10,12h00,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Unprovoked,M,24,Lacerations to right  hand ,N,,2010.09.03.b,5225,1,
2010,03-Sep-10,09h00,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Unprovoked,M,24,Left thigh bitten,N,,2010.09.03.a,5224,1,
2010,18-Aug-10,09h00,USA,Florida,Crescent Beach St. Johns County,Boogie Boarding,Unprovoked,M,10,Minor injuries to foot,N,,2010.08.18,5221,1,
2010,05-Aug-10,19h15,USA,Florida,"Bethune Beach, Volusia County",Swimming,Invalid,F,,Minor abrasions to legs when she was lifted on the back of a large marine animal,N,Shark involvement not confirmed,2010.08.05,5213,1,
2010,02-Aug-10,11h00,USA,Florida,"Micklers Landing, St. Johns County",Standing,Unprovoked,F,37,Lacerations to forearm,N,3' to 4' shark,2010.08.02.a,5211,1,
2010,23-Jul-10,16h30,USA,Florida,"Jacksonville Beach, Duval County",Surfing,Unprovoked,M,20,Left foot bitten,N,,2010.07.23,5209,1,
2010,17-Jul-10,,USA,Florida,New Smyrna Beach,Surfing,Unprovoked,M,55,Minor lacerations to right foot,N,A small spinner shark,2010.07.17.a,5206,1,
2010,11-Jul-10,,USA,Florida,"Lauderdale-by-the-Sea, Broward County",Fishing,Provoked,M,,Small laceration to forearm from netted shark  PROVOKED INCIDENT,N,"Nurse shark, juvenile ",2010.07.11,5203,1,
2010,10-Jun-10,12h30,USA,Florida,Jacksonville,Boogie Boarding,Unprovoked,F,18,Lacerations to left calf and foot,N,4' shark,2010.06.10,5194,1,
