,Author,Title,Lyrics
43,Stardust, “Music Sounds Better With You”,Music Sounds Better With You par Stardust\nOooooh baby\n\n\nI feel right\n\n\nThe music sounds better with you\n\n\n\n\n\nLove might\n\n\nBring us both together\n\n\nI feel so good\n\n\n\n\n\nI feel right\n\n\nThe music sounds better with you\n\n\n\n\n\nLove might\n\n\nBring us both together\n\n\n\n\n\nOooooh baby\n\n\n\n\n\n\n\n\n\nI feel right\n\n\nThe music sounds better with you\n\n\n\n\n\nLove might\n\n\nBring us both together\n\n\nI feel so good\n\n\n\n\n\nI feel right\n\n\nThe music sounds better with you\n\n\n\n\n\nLove might\n\n\nBring us both together\n\n\n\n\n\nbeat (x8)\n\n\n\n\n\nOooooh baby\n\n\n\n\n\nI feel right\n\n\n\n\n\n\nThe music sounds better with you\n\n\n\n\n\nLove might\n\n\nBring us both together\n\n\nI feel so good\n\n\n\n\n\nI feel right\n\n\nThe music sounds better with you\n\n\n\n\n\nLove might\n\n\nBring us both together\n\n\n\n\n\nbeat (x8)\n\n\n\n\n\nOooooh!! baby\n\n\nI feel right\n\n\nThe music sounds better with you\n\n\n\n\n\n\n\n\n\nLove might\n\n\nBring us both together\n\n\nI feel so good\n\n\n\n\n\nI feel right\n\n\nThe music sounds better with you\n\n\n\n\n\nLove might\n\n\nBring us both together\n\n\n\n\n\nOooooh baby\n\n\nI feel right\n\n\nThe music sounds better with you\n\n\n\n\n\nLove might\n\n\nBring us both together\n\n\n\n\n\nI feel so good\n\n\n\n\n\n\n\n\n\nI feel right\n\n\nThe music sounds better with you\n\n\n\n\n\nLove might\n\n\nBring us both together\n\n\n\n\n\nOooooh baby\n\n\nI feel right\n\n\nThe music sounds better with you\n\n\n\n\n\nLove might\n\n\nBring us both together\n\n\n\n\n\nI feel so good\n\n\nI feel
44,Chocolate Genius, “My Mom”,
45,Elvis Costello and Burt Bacharach, “Toledo”,
46,Juvenile, “Ha”,
47,The Dixie Chicks, “There’s Your Trouble”,
48,Fatboy Slim, “The Rockafeller Skank”,"The Rockafeller Skank par Fatboy Slim\nRight about now, the funk soul brother\n\n\nCheck it out now, the funk soul brother\n\n\nRight about now, the funk soul brother\n\n\nCheck it out now, the funk soul brother\n\n\nRight about now, the funk soul brother\n\n\nCheck it out now, the funk soul brother\n\n\nRight about now, the funk soul brother\n\n\nCheck it out now, the funk soul brother\n\n\nRight about now, the funk soul brother\n\n\nCheck it out now, the funk soul brother\n\n\nRight about now, the funk soul brother\n\n\nRight about now, 'bout now, 'bout now, 'bout now\n\n\n\n\n\nRight about now, the funk soul brother\n\n\nCheck it out now, the funk soul brother\n\n\nRight about now, the funk soul brother\n\n\n\n\n\n\nCheck it out now, the funk soul brother\n\n\nRight about now, the funk soul brother\n\n\nCheck it out now, the funk soul brother\n\n\nRight about now, the funk soul brother\n\n\nCheck it out now, the funk soul brother\n\n\n\n\n\nRight about now, the funk soul brother\n\n\nCheck it out now, the funk soul brother\n\n\nRight about now, the funk soul brother\n\n\nCheck it out now, the funk soul brother\n\n\n\n\n\n(Repeat)\n\n\n\n\n\nRight about now, the funk soul brother\n\n\nCheck it out now, the funk soul brother\n\n\nRight about now, the funk soul brother\n\n\nCheck it out now, the funk soul brother\n\n\nRight about now, 'bout now, 'bout now, 'bout now\n\n\n\n\n\n\n'Bout now, 'bout now, 'bout now, ' bout now\n\n\n'Bout funk soul brother\n\n\n\n\n\nRight about now, the funk soul brother\n\n\nCheck it out now, the funk soul brother\n\n\nRight about now, the funk soul brother\n\n\nRight about now, the funk soul brother\n\n\n\n\n\nRight about now, the funk soul brother\n\n\nCheck it out now, the funk soul brother\n\n\nRight about now, the funk soul brother\n\n\nCheck it out now, the funk soul brother\n\n\nRight about now, the funk soul brother\n\n\nCheck it out now, the funk soul brother\n\n\nRight about now, the funk soul brother\n\n\n\n\n\nRight about now, the funk soul brother\n\n\nCheck it out now, the funk soul brother\n\n\n\n\n\n\nRight about now, the funk soul brother\n\n\nCheck it out now, the funk soul brother\n\n\nRight about now, the funk soul brother\n\n\nCheck it out now, the funk soul brother\n\n\nRight about now, the funk soul brother\n\n\nCheck it out now, the funk soul brother\n\n\nRight about now, 'bout now, 'bout now, 'bout now\n\n\n'Bout now, 'bout now, 'bout now, ' bout now\n\n\nRight about now, 'bout now, 'bout now, 'bout now\n\n\n'Bout now, 'bout now, 'bout now, ' bout now\n\n\nRight about now, 'bout now, 'bout now, 'bout now\n\n\n'Bout now, 'bout now, 'bout now, ' bout now\n\n\nRight about now, 'bout now, 'bout now, 'bout now\n\n\n'Bout now, 'bout now, 'bout now, ' bout now\n\n\nRight about now, 'bout now, 'bout now, 'bout now\n\n\n'Bout now, 'bout now, 'bout now, ' bout now\n\n\nRight about now, 'bout now, 'bout now, 'bout now\n\n\n'Bout now, 'bout now, 'bout now, ' bout now\n\n\n\n\n\n\nRight about now, 'bout now, 'bout now, 'bout now\n\n\n'Bout now, 'bout now, 'bout now, ' bout now\n\n\n\n\n\nRight about now, 'bout now, 'bout now, 'bout now\n\n\n'Bout now, 'bout now, 'bout now, ' bout now\n\n\nRight about now, 'bout now, 'bout now, 'bout now\n\n\n'Bout now, 'bout now, 'bout now, ' bout now\n\n\nRight about now....\n\n\n\n\n\nRight about now, the funk soul brother\n\n\nCheck it out now, the funk soul brother\n\n\nRight about now, the funk soul brother\n\n\nCheck it out now, the funk soul brother\n\n\nRight about now, the funk soul brother\n\n\nCheck it out now, the funk soul brother\n\n\nRight about now, the funk soul brother\n\n\nCheck it out now, the funk soul brother"
49,Cher, “Believe”,"Believe par Cher\nAfter love (x12)\n\n\n\n\n\nNo matter how hard I try\n\n\nYou keep pushing me aside\n\n\nAnd I can't break through\n\n\nThere's no talking to you\n\n\nIt's so sad that you're leaving\n\n\nIt takes time to believe it\n\n\nBut after all is said and done\n\n\nYou're gonna be the lonely one, oh\n\n\n\n\n\nDo you believe in life after love\n\n\nI can feel something inside me say\n\n\nI really don't think you're strong enough now,\n\n\nDo you believe in life after love\n\n\nI can feel something inside me say\n\n\n\n\n\n\nI really don't think you're strong enough now\n\n\n\n\n\nWhat am I supposed to do\n\n\nSit around and wait for you\n\n\nWell I can't do that\n\n\nAnd there's no turning back\n\n\nI need time to move on\n\n\nI need love to feel strong\n\n\n'Cause I've had time to think it through\n\n\nAnd maybe I'm too good for you, oh\n\n\n\n\n\nDo you believe in life after love\n\n\nI can feel something inside me say\n\n\nI really don't think you're strong enough, no\n\n\nDo you believe in life after love\n\n\nI can feel something inside me say\n\n\nI really don't think you're strong enough, no\n\n\n\n\n\n\n\n\n\nWell I know that I'll get through this\n\n\n'Cause I know that I am strong\n\n\nAnd I don't need you anymore\n\n\nNo, I don't need you anymore\n\n\nOh, I don't need you anymore\n\n\nNo, I don't need you anymore\n\n\n\n\n\nDo you believe in life after love\n\n\nI can feel something inside me say\n\n\nI really don't think you're strong enough, no\n\n\nDo you believe in life after love\n\n\nI can feel something inside me say\n\n\nI really don't think you're strong enough, no\n\n\nDo you believe in life after love\n\n\nI can feel something inside me say\n\n\nI really don't think you're strong enough, no\n\n\nDo you believe in life after love\n\n\nI can feel something inside me say\n\n\n\n\n\n\nI really don't think you're strong enough, no"
0,21 Savage, “Bank Account”,"Bank Account par 21 Savage\nI buy a new car for the bitch (for real)\n\n\nI tear down the mall with the bitch (for real)\n\n\nYou can't even talk to the bitch (no)\n\n\nShe fucking with bosses and shit (on God)\n\n\nI pull up in 'Rari's and shit (skrrr)\n\n\nWith choppers and Harley's and shit (for real)\n\n\nI be Gucci'd down, Gucci, you wearing Lacoste and shit (bitch)\n\n\nYeah, Moncler, yuh, fur came off a bear, yuh (yeah)\n\n\nTriple homicide, put me in a chair, yuh (in jail)\n\n\nTriple cross the plug, we do not play fair, yuh (on God)\n\n\nGot 'em tennis chains on and they real blingy (bling)\n\n\nDraco make you do the chicken head like Chingy (Chingy)\n\n\n\n\n\n\nWalk in Neiman Marcus and I spend a light fifty (fifty)\n\n\nPlease proceed with caution, shooters, they be right with me (21)\n\n\nBad bitch, cute face and some nice titties\n\n\n$7500 on a Saint Laurent jacket (yeah)\n\n\nBitch, be careful when you dumpin' your ashes (bitch)\n\n\nI ain't no sucker, I ain't cuffin' no action (nah)\n\n\nThe skreets raised me, I'm a whole bastard (wild)\n\n\nI bought a 'Rari just so I can go faster (skrrr)\n\n\nNiggas tryna copy me, they playin' catch up (21)\n\n\nI might pull up in a Ghost, no Casper (21)\n\n\nI been smoking gas and I got no asthma\n\n\n\n\n\nI got 1-2-3-4-5-6-7-8 Ms in my bank account, yeah (on God)\n\n\n\n\n\n\nIn my bank account, yeah (on God)\n\n\nIn my bank account, yeah (on God)\n\n\nIn my bank account, yeah (on God)\n\n\nIn my bank account, yeah (on God)\n\n\nIn my bank account, yeah (on God)\n\n\nI got 1-2-3-4-5-6-7-8 shooters ready to gun you down, yeah (fast)\n\n\nReady to gun you down, yeah (on God)\n\n\nReady to gun you down, yeah (on God)\n\n\nReady to gun you down, yeah (on God)\n\n\nReady to gun you down, yeah (on God)\n\n\nReady to gun you down, yeah (on God)\n\n\n\n\n\nYeah, dog, huh—yeah—, nah for real, dog (21)\n\n\nStraight up out the 6, now got a house in the Hills, dog (21)\n\n\nWanna see a body, nigga? Get you killed, dog (wet)\n\n\n\n\n\n\nWanna tweet about me, nigga? Get you killed, dog (wet)\n\n\nKilled dog, I'm a real dog—21—, you a lil' dog (21)\n\n\nBe a dog, wanna be a dog, chasing mil's, dog (yeah)\n\n\nDunk right in your bitch like O'Neal, dog (wet)\n\n\nI shoot like, shoot like Reggie Mill', dog (21)\n\n\nChopper sting you like a eel, dog (fast)\n\n\n\n\n\nI got 1-2-3-4-5-6-7-8 Ms in my bank account, yeah (on God)\n\n\nIn my bank account, yeah (on God)\n\n\nIn my bank account, yeah (on God)\n\n\nIn my bank account, yeah (on God)\n\n\nIn my bank account, yeah (on God)\n\n\nIn my bank account, yeah (on God)\n\n\nI got 1-2-3-4-5-6-7-8 shooters ready to gun you down, yeah (fast)\n\n\n\n\n\n\nReady to gun you down, yeah (on God)\n\n\nReady to gun you down, yeah (on God)\n\n\nReady to gun you down, yeah (on God)\n\n\nReady to gun you down, yeah (on God)\n\n\nReady to gun you down, yeah (on God)\n\n\n\n\n\nRuler clip—umm—, sent a ruler hit\n\n\nPull up on yo' bitch, she say that I got that ruler dick\n\n\nSpray your block down, we not really with that ruh-rah shit\n\n\nGlock cocked now, I don't really give no fuck 'bout who I hit\n\n\nYeah, yo' bitch, she get jiggy with me, keep that Siggy with me\n\n\nBitch, I'm Mad Max, you know I got Ziggy with me\n\n\nKeep a mad mag in case a nigga wanna get busy with me\n\n\n\n\n\n\n'Rari matte black and I got a Bentley with me\n\n\n\n\n\nI got 1-2-3-4-5-6-7-8 Ms in my bank account, yeah (on God)\n\n\nIn my bank account, yeah (on God)\n\n\nIn my bank account, yeah (on God)\n\n\nIn my bank account, yeah (on God)\n\n\nIn my bank account, yeah (on God)\n\n\nIn my bank account, yeah (on God)\n\n\nI got 1-2-3-4-5-6-7-8 shooters ready to gun you down, yeah (fast)\n\n\nReady to gun you down, yeah (on God)\n\n\nReady to gun you down, yeah (on God)\n\n\nReady to gun you down, yeah (on God)\n\n\nReady to gun you down, yeah (on God)\n\n\nReady to gun you down, yeah (on God)\n\n\n\n\n\n$7500 on a Saint Laurent jacket\n\n\n\n\n\n\nBitch, be careful where you dumpin' your ashes\n\n\nI ain't no sucker, I ain't cuffin' no action\n\n\nThe streets raised me, I'm a whole bastard"
1,Haim, “Want You Back”,"Want You Back par Haim\nSome things are long forgotten\n\n\nSome things were never said\n\n\nWe were on one endless road\n\n\nBut I had a wandering heart\n\n\n\n\n\nI said we were opposite lovers\n\n\n(Said it from the beginning)\n\n\nYou kept trying to prove me wrong\n\n\n(Said you’d always see it through)\n\n\nAnd I know that I ran you down\n\n\nSo you ran away with your heart\n\n\n\n\n\nBut just know that I want you back\n\n\nJust know that I want you back\n\n\nJust know that I want you\n\n\nI’ll take the fall and the fault in us\n\n\n\n\n\n\nI’ll give you all the love I never gave before I left you\n\n\nJust know that I want you back\n\n\nJust know that I want you back\n\n\nJust know that I want you\n\n\nI’ll take the fall and the fault in us\n\n\nI’ll give you all the love I never gave before I left you\n\n\n\n\n\nI know it’s hard to hear it\n\n\nAnd it may never be enough\n\n\nBut don’t take it out on me now\n\n\n'Cause I blame it all on myself\n\n\n\n\n\nAnd I had a fear of forgiveness\n\n\n(Said it from the beginning)\n\n\nI was too proud to say I was wrong\n\n\n(Said you’d always see me through)\n\n\n\n\n\n\nAll that time is gone, no more fearing control\n\n\nI’m ready for the both of us now\n\n\n\n\n\nSo just know that I want you back\n\n\nJust know that I want you back\n\n\nJust know that I want you\n\n\nI’ll take the fall and the fault in us\n\n\nI’ll give you all the love I never gave before I left you\n\n\nJust know that I want you back\n\n\n(Just know that I want you)\n\n\nJust know that I want you back\n\n\n(Just know that I want you)\n\n\nJust know that I want you\n\n\nI’ll take the fall and the fault in us\n\n\nI’ll give you all the love I never gave before I left you\n\n\n(Just know that I want you back, baby)\n\n\n\n\n\n\n\n\n\nJust know that I want you back\n\n\nJust know that I want you back\n\n\nJust know that I want you\n\n\nI’ll take the fall and the fault in us\n\n\nI’ll give you all the love I never gave before I left you\n\n\nJust know that I want you back\n\n\nJust know that I want you back\n\n\nJust know that I want you\n\n\nI’ll take the fall and the fault in us\n\n\nI’ll give you all the love I never gave before I left you\n\n\n\n\n\nJust know that I want you back\n\n\nJust know that I want you back\n\n\nJust know that I want you\n\n\nI’ll take the fall and the fault in us\n\n\n\n\n\n\nI’ll give you all the love I never gave before I left you\n\n\nJust know that I want you back\n\n\n(Just know that I want you)\n\n\nJust know that I want you back\n\n\n(Just know that I want you)\n\n\nJust know that I want you\n\n\nI’ll take the fall and the fault in us\n\n\nI’ll give you all the love I never gave before I left you\n\n\n(Just know that I want you back, baby)\n\n\n(Just know that I want you)\n\n\n(Just know that I want you back, baby)\n\n\nI’ll take the fall and the fault in us\n\n\nI’ll give you all the love I never gave before I left you"
2,YFN Lucci feat. PnB Rock, “Everyday We Lit”,
3,Willie Nelson, “Delete and Fast Forward”,"Delete and Fast Forward par Willie Nelson\nDelete and fast forward my friend\n\n\nThe wars are all over and nobody wins\n\n\nBut don't worry too much, it'll drive you crazy again\n\n\nSo delete and fast forward my friend\n\n\n\n\n\nDelete and fast forward my son\n\n\nThe elections are over and nobody won\n\n\nYou think it's all ending but it's just settin' in\n\n\nSo delete and fast forward my friend\n\n\n\n\n\nDelete and fast forward again\n\n\nIt's just one big circle and it's beginning again\n\n\nWhat's next was now and what's now is now then\n\n\nSo delete and fast forward again\n\n\n\n\n\n\n\n\n\nDelete and fast forward the news\n\n\nThe truth is the truth but believe what you choose\n\n\nWhen we blow the whole world back to where it began\n\n\nJust delete and fast forward again\n\n\n\n\n\nDelete and fast forward again\n\n\nIt's just one big circle and it's beginning again\n\n\nWhat's next was now and what's now is now then\n\n\nSo delete and fast forward again\n\n\n\n\n\nWe had a chance to be brilliant and we blew it again\n\n\nSo delete and fast forward my friend\n\n\nDelete and fast forward again"
4,Laura Marling, “Wild Fire”,"Wild Fire par Laura Marling\nYou wanna get high\n\n\nYeah overcome those desires before you come to me\n\n\nI think your mama's kinda sad\n\n\nAnd your papa's kinda mean\n\n\nI can take it all away\n\n\nYou can stop playing that shit out on me\n\n\n\n\n\nShe keeps a pen behind her ear\n\n\nBecause she's got something she really really needs to say\n\n\nShe puts it in a notepad\n\n\nShe's gonna write a book someday\n\n\n\n\n\nOf course the only part that I want to read\n\n\nIs about her time spent with me\n\n\nWouldn't you die to know how you seem\n\n\n\n\n\n\nAre you getting away with who you're trying to be?\n\n\n\n\n\nOf course there's things upon the Earth that we must really try to defend\n\n\nYou lonely beast\n\n\nYou kind heart\n\n\nSomething we can all trend\n\n\nI do it all for her, for free\n\n\nI need nothing back for me\n\n\nThere's no sweeter deed maybe\n\n\nThan to love something enough to want to have to get free\n\n\n\n\n\nIs there something on your mind?\n\n\nSomething you need to get by?\n\n\nD you cry sometimes?\n\n\nDo you cry sometimes?\n\n\n\n\n\n\n\n\n\nYou always say you love me most\n\n\nBut I don't know I'm being seen\n\n\nMaybe someday when God takes me away\n\n\nI'll understand what the fuck that means\n\n\nI just know your mama's kinda sad\n\n\nAnd your papa's kinda mean\n\n\nI can take it all away\n\n\nYou could stop playing that shit out on me\n\n\n\n\n\nIs there something on your mind?\n\n\nSomething you need to get by?\n\n\nD you cry sometimes?\n\n\nDo you cry sometimes?\n\n\n\n\n\nI know your mama's kinda sad\n\n\nI know your papa's kinda mean\n\n\nI can take it all away\n\n\n\n\n\n\nAnd you can stop playing that shit out on me"
5,Miley Cyrus, “Malibu”,"Malibu par Miley Cyrus\nI never came to the beach, or stood by the ocean\n\n\nI never sat by the shore, under the sun with my feet in the sand\n\n\nBut you brought me here and I'm happy that you did\n\n\n'Cause now I'm as free as birds catching the wind\n\n\nI always thought I would sink, so I never swam\n\n\nI never went boatin', don't get how they are floatin'\n\n\nAnd sometimes I get so scared of what I can't understand\n\n\n\n\n\nBut here I am, next to you\n\n\nThe sky's more blue in Malibu\n\n\nNext to you in Malibu\n\n\nNext to you\n\n\n\n\n\n\n\n\n\nWe watched the sun go down as we were walking\n\n\nI'd spent the rest of my life standing here talking\n\n\nYou would explain the current, as I try to smile\n\n\nHoping I just stay the same, and nothing will change\n\n\nAnd it'll be us, just for a while\n\n\nDo we even exist?\n\n\nThat's when I make the wish, to swim away with the fish\n\n\nIs it supposed to be this hot all summer long?\n\n\nI never would've believed you if three years ago you told me\n\n\nI'd be here writing this song\n\n\n\n\n\nBut here I am, next to you\n\n\nThe sky's more blue in Malibu\n\n\n\n\n\n\nNext to you in Malibu\n\n\nNext to you\n\n\n\n\n\nNext to you\n\n\nThe sky's so blue in Malibu\n\n\nNext to you\n\n\n\n\n\nWe are just like the waves that flow back and forth\n\n\nSometimes I feel like I'm drowning\n\n\nAnd you're there to save me\n\n\nAnd I wanna thank you with all of my heart\n\n\nIt's a brand new start\n\n\nA dream come true in Malibu"
